identifier_file,title,host_title,abstract,date_text,date_key,date_qualifier,collection,collection_identifier,extent,form,genre,language,name,name_role,publisher,place_of_origin,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_name 1,digital_origin,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,project_title,repository,rights,public_note,item_type
0012_003707_000035,Rioters burn Margaret Thatcher's Union Jack robe,Florida Times-Union,"Rioters, with one labeled ""N. Ireland,"" burn the tail of British Prime Minister Margaret Thatcher's Union Jack robe.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),London (England),Great Britain,,"Thatcher, Margaret",reformatted digital,,,,,Northern Ireland--Social conditions--1969-,Riots,Union Jack,Flags--Great Britain,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000036,Okay... Modern Technology... What else do you need?,Florida Times-Union,"Secretary of State Alexander Haig rides with Chinese nationals in a cart pulled by a yak. One of the Chinese entices the yak, labeled ""China Economy,"" with a carrot on a string. The other Chinese national holds up an old flintlock long rifle.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),China,,,"Haig, Alexander Meigs, 1924-2010",reformatted digital,,,,,International relations,International trade,China--Economic conditions--1976-2000,United States--Foreign relations--China,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000037,I told you he was rich! Look at all that loose change!,Florida Times-Union,"Two large men dressed in Robin Hood costumes have robbed a man labeled ""The Middle Class Taxpayer."" The two men, labeled ""Congress,"" overturn the contents of a piggy bank labeled ""tax cut"" to reveal loose change.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States. Congress,reformatted digital,,,,,United States--Economic conditions--1971-1981,Taxation,Government spending policy,Robin Hood (Legendary character),Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000038,This recession is going to be worse than they're telling us!,Florida Times-Union,"A line forms in front of an employment office, which includes Santa Claus, a reindeer, and an elf.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,Santa Claus,reformatted digital,,,,,United States--Economic conditions--1971-1981,Unemployment,Christmas,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000039,Former air traffic controller finds himself in the dog house,Florida Times-Union,"A fuming air traffic controller, whose shirt reads ""Strike,"" lies face down inside of a dog house labeled ""Former Air Traffic Controllers."" A federal job application is attached to a bone adorned with a bow.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Professional Air Traffic Controllers Organization (Washington, D.C.)",reformatted digital,,,,,Strikes and lockouts--Air traffic control,Air traffic controllers,Air traffic control--United States,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000040,If The Good Lord Wanted You to Have More Benefits He Would Have Made You a Congressman!,Florida Times-Union,"Outside of the U.S. Capitol Building, a congressman informs a panhandler that he should have become a congressman. The congressman is overburdened with briefcases filled with junkets, tax breaks, and increased outside income.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,United States. Congress,reformatted digital,,,,,United States--Economic conditions--1971-1981,"Expenditures, Public",Poverty,Unemployment,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000041,"Anybody who questions the way we spend money on defense is a pinko, commie lover who hates the flag, America, baseball, apple pie and Ronnie Reagan!",Florida Times-Union,"An oversized general who is waist-deep in money points directly to the reader and states that anyone who questions defense spending is un-American. A small Ronald Reagan, feet-deep in money, salutes the general.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Reagan, Ronald",reformatted digital,,,,,United States--Armed Forces--Appropriations and expenditures,Government spending policy,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000042,Ronald Reagan feeds the poor prescription medicine called Reaganomics,Florida Times-Union,"President Ronald Reagan walks away with a spoon and a bottle of prescription medication labeled ""Reaganomics."" Three people, representing the poor and third world countries, cough and choke on the medicine.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Reagan, Ronald",reformatted digital,,,,,United States--Economic conditions--1971-1981,Poverty,United States--Economic policy--1971-1981,International relations,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000043,You mean they're not wearing masks?,Florida Times-Union,"President Ronald Reagan and his wife Nancy Reagan answer the door to trick-or-treaters. They realize the visitors are monsters with names such as ""recession,"" ""inflation,"" and ""high interest rates.""",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),"White House (Washington, D.C.)",,"Reagan, Ronald",reformatted digital,"Reagan, Nancy, 1921-",,,,United States--Economic conditions--1971-1981,Recessions,Inflation (Finance),Halloween,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000044,The New Postal Stamp - One Half of the 36 cent dollar!,Florida Times-Union,An envelope addressed to Mr. and Mrs. John Public is stamped with half of a one dollar bill.,copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States Postal Service,reformatted digital,,,,,United States--Economic conditions--1971-1981,Inflation (Finance),Mail,Postage stamps,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000045,"$985 Billion in debt! Don't worry about it, Sam!",Florida Times-Union,"In one half of a building, an individual files for bankrupcy to clear $20,000 in debt. In the other half, Uncle Sam borrows more money after accumulating $985 billion in debt.",copyright 1981,1981,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Government spending policy,Uncle Sam (Symbolic character),"Expenditures, Public",Bankruptcy--United States,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000046,Walesa Freed!,Florida Times-Union,"Polish politician and trade-union organizer Lech Wałęsa finds himself, along with the rest of Poland, surrounded by a giant concrete wall upon being released from prison.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Poland,Soviet Union,,"Wałęsa, Lech, 1943-",reformatted digital,,,,,Soviet Union--Boundaries--Poland,Poland--Foreign relations--Soviet Union,Imprisonment,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000047,The Salvadoran Connection!,Florida Times-Union,"A line of political leaders from the Soviet Union, the Palestine Liberation Organization (PLO), Cuba, and Nicaragua pass ammunition to a guerrilla fighter from El Salvador. The guerrilla fighter aims his handgun at a man representing Central America.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Central America,Soviet Union,El Salvador,"Brezhnev, Leonid Ilʹich, 1906-1982",reformatted digital,"Castro, Fidel, 1926-","Arafat, Yasir, 1929-2004",,,El Salvador--Foreign relations--1979-1992,El Salvador--History--1979-1992,"El Salvador--History--Coup d'état, 1979",,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
